ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges,MVP,Finals MVP,All-Star MVP,Most Improved,Sixth Man,Defence Player,Rookie,All 1st,All 2nd,All 3rd,All Tot,All-Star,D Tot,D 1st,D 2nd,Total Awards
wingada01,David Wingate,1987.0,2001.0,195.58,185.0,"December 15, 1963",Georgetown University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodda01,David Wood,1989.0,1997.0,205.74,227.0,"November 30, 1964","University of Nevada, Reno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bertada01,Davis Bertans,2017.0,2019.0,208.28,225.0,"November 12, 1992",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reedda01,Davon Reed,2018.0,2019.0,195.58,208.0,"June 11, 1995",University of Miami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foxde01,De'Aaron Fox,2018.0,2019.0,190.5,175.0,"December 20, 1997",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meltode01,De'Anthony Melton,2019.0,2019.0,193.04,200.0,"May 28, 1998",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jordade01,DeAndre Jordan,2009.0,2019.0,210.82,265.0,"July 21, 1988",Texas A&M University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,6.0
liggide01,DeAndre Liggins,2012.0,2018.0,198.12,209.0,"March 31, 1988",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bembrde01,DeAndre' Bembry,2017.0,2019.0,198.12,210.0,"July 4, 1994",Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blairde01,DeJuan Blair,2010.0,2016.0,200.66,270.0,"April 22, 1989",University of Pittsburgh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wheatde01,DeJuan Wheat,1998.0,1999.0,182.88,165.0,"October 14, 1973",University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derozde01,DeMar DeRozan,2010.0,2019.0,200.66,220.0,"August 7, 1989",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,6.0
johnsde02,DeMarco Johnson,2000.0,2000.0,205.74,245.0,"October 6, 1975",University of North Carolina at Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couside01,DeMarcus Cousins,2011.0,2019.0,210.82,270.0,"August 13, 1990",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0
nelsode01,DeMarcus Nelson,2009.0,2009.0,193.04,200.0,"November 2, 1985",Duke University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrode01,DeMarre Carroll,2010.0,2019.0,203.2,215.0,"July 27, 1986","Vanderbilt University, University of Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jonesde01,DeQuan Jones,2013.0,2013.0,203.2,221.0,"June 20, 1990",University of Miami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diopde01,DeSagana Diop,2002.0,2013.0,213.36,300.0,"January 30, 1982",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stevede01,DeShawn Stevenson,2001.0,2013.0,195.58,210.0,"April 3, 1981",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
akoonde01,DeVaughn Akoon-Purcell,2019.0,2019.0,198.12,200.0,"June 5, 1993",Illinois State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalede01,DeWayne Scales,1981.0,1984.0,203.2,208.0,"December 28, 1958",Louisiana State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garrede01,Dean Garrett,1997.0,2002.0,208.28,225.0,"November 27, 1966",Indiana University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olivede01,Dean Oliver,2002.0,2003.0,180.34,180.0,"November 5, 1978",University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aytonde01,Deandre Ayton,2019.0,2019.0,215.9,250.0,"July 23, 1998",University of Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willode01,Dedric Willoughby,2000.0,2000.0,190.5,180.0,"May 27, 1974","University of New Orleans, Iowa State University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownde01,Dee Brown,1991.0,2002.0,185.42,160.0,"November 29, 1968",Jacksonville University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownde03,Dee Brown,2007.0,2009.0,182.88,185.0,"August 17, 1984",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murrade01,Dejounte Murray,2017.0,2018.0,195.58,170.0,"September 19, 1996",University of Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ruddde01,Delaney Rudd,1990.0,1993.0,187.96,180.0,"November 8, 1962",Wake Forest University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curryde01,Dell Curry,1987.0,2002.0,193.04,190.0,"June 25, 1964",Virginia Polytechnic Institute and State University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dempsde01,Dell Demps,1994.0,1997.0,190.5,205.0,"February 12, 1970",University of the Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrighde01,Delon Wright,2016.0,2019.0,195.58,183.0,"April 26, 1992",University of Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
westde01,Delonte West,2005.0,2012.0,193.04,180.0,"July 26, 1983",Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nichode01,Demetris Nichols,2008.0,2009.0,203.2,216.0,"September 4, 1984",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calipde01,Demetrius Calip,1992.0,1992.0,185.42,165.0,"November 18, 1969",University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacksde01,Demetrius Jackson,2017.0,2019.0,185.42,201.0,"September 7, 1994",University of Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adelde01,Deng Adel,2019.0,2019.0,200.66,200.0,"February 1, 1997",University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaide01,Deng Gai,2006.0,2006.0,205.74,250.0,"March 22, 1982",Fairfield University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hopsode01,Dennis Hopson,1988.0,1992.0,195.58,200.0,"April 22, 1965",Ohio State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hornede01,Dennis Horner,2012.0,2012.0,205.74,230.0,"February 5, 1988",North Carolina State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuttde01,Dennis Nutt,1987.0,1987.0,187.96,170.0,"March 25, 1963",Texas Christian University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rodmade01,Dennis Rodman,1987.0,2000.0,200.66,210.0,"May 13, 1961",Southeastern Oklahoma State University,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,7.0,1.0,14.0
schrode01,Dennis Schroder,2014.0,2019.0,185.42,172.0,"September 15, 1993",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scottde01,Dennis Scott,1991.0,2000.0,203.2,229.0,"September 5, 1968",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smithde03,Dennis Smith,2018.0,2019.0,190.5,195.0,"November 25, 1997",North Carolina State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valende01,Denzel Valentine,2017.0,2018.0,198.12,210.0,"November 16, 1993",Michigan State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burtode02,Deonte Burton,2019.0,2019.0,195.58,245.0,"January 31, 1994","Marquette University, Iowa State University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
johnsde03,DerMarr Johnson,2001.0,2008.0,205.74,201.0,"May 5, 1980",University of Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anderde01,Derek Anderson,1998.0,2008.0,195.58,194.0,"July 18, 1974","Ohio State University, University of Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishede01,Derek Fisher,1997.0,2014.0,185.42,200.0,"August 9, 1974",University of Arkansas at Little Rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grimmde01,Derek Grimm,1998.0,1998.0,205.74,230.0,"August 3, 1974",University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harpede01,Derek Harper,1984.0,1999.0,193.04,185.0,"October 13, 1961",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
hoodde01,Derek Hood,2000.0,2000.0,203.2,222.0,"December 22, 1976",University of Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smithde02,Derek Smith,1983.0,1991.0,198.12,205.0,"November 1, 1961",University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stronde01,Derek Strong,1992.0,2001.0,203.2,220.0,"February 9, 1968",Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willide01,Deron Williams,2006.0,2017.0,190.5,200.0,"June 26, 1984",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0
alstode01,Derrick Alston,1995.0,1997.0,210.82,225.0,"August 20, 1972",Duquesne University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownde04,Derrick Brown,2010.0,2012.0,200.66,225.0,"September 8, 1987",Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byarsde01,Derrick Byars,2012.0,2012.0,200.66,220.0,"April 25, 1984","University of Virginia, Vanderbilt University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caracde01,Derrick Caracter,2011.0,2011.0,205.74,275.0,"May 4, 1988","University of Louisville, University of Texas at El Paso",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chievde01,Derrick Chievous,1989.0,1991.0,200.66,195.0,"July 3, 1967",University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colemde01,Derrick Coleman,1991.0,2005.0,208.28,230.0,"June 21, 1967",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0
dialde01,Derrick Dial,2000.0,2004.0,193.04,184.0,"December 20, 1975",Eastern Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
favorde01,Derrick Favors,2011.0,2019.0,208.28,265.0,"July 15, 1991",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gervide01,Derrick Gervin,1990.0,1991.0,203.2,200.0,"March 28, 1963",University of Texas at San Antonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jonesde02,Derrick Jones,2017.0,2019.0,200.66,200.0,"February 15, 1997","University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mckeyde01,Derrick McKey,1988.0,2002.0,205.74,205.0,"October 10, 1966",University of Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
phelpde01,Derrick Phelps,1995.0,1995.0,193.04,181.0,"July 31, 1972",University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosede01,Derrick Rose,2009.0,2019.0,190.5,200.0,"October 4, 1988",University of Memphis,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0
rowlade01,Derrick Rowland,1986.0,1986.0,195.58,195.0,"June 21, 1959",State University of New York at Potsdam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waltode01,Derrick Walton,2018.0,2018.0,185.42,189.0,"April 3, 1995",University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whitede01,Derrick White,2018.0,2019.0,193.04,190.0,"July 2, 1994",University of Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willide02,Derrick Williams,2012.0,2018.0,203.2,240.0,"May 25, 1991",University of Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zimmede01,Derrick Zimmerman,2006.0,2006.0,190.5,195.0,"December 2, 1981",Mississippi State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farmede01,Desmon Farmer,2007.0,2009.0,195.58,220.0,"October 7, 1981",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fergude01,Desmond Ferguson,2004.0,2004.0,200.66,203.0,"July 22, 1977","University of Missouri, University of Detroit Mercy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masonde01,Desmond Mason,2001.0,2010.0,200.66,224.0,"October 11, 1977",Oklahoma State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penigde01,Desmond Penigar,2004.0,2004.0,200.66,245.0,"July 16, 1981",Utah State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schrede01,Detlef Schrempf,1986.0,2001.0,205.74,214.0,"January 21, 1963",University of Washington,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0
georgde01,Devean George,2000.0,2010.0,203.2,220.0,"August 29, 1977",Augsburg College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bookede01,Devin Booker,2016.0,2019.0,198.12,210.0,"October 30, 1996",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownde02,Devin Brown,2003.0,2010.0,195.58,220.0,"December 30, 1978",University of Texas at San Antonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
durrade01,Devin Durrant,1985.0,1986.0,200.66,200.0,"October 20, 1960",Brigham Young University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ebankde01,Devin Ebanks,2011.0,2013.0,205.74,215.0,"October 28, 1989",West Virginia University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grayde01,Devin Gray,1997.0,2000.0,200.66,240.0,"May 31, 1972",Clemson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greende01,Devin Green,2006.0,2006.0,200.66,210.0,"October 25, 1982",Hampton University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harride01,Devin Harris,2005.0,2019.0,190.5,185.0,"February 27, 1983",University of Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
robinde01,Devin Robinson,2018.0,2019.0,203.2,200.0,"March 7, 1995",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grahade01,Devonte' Graham,2019.0,2019.0,187.96,185.0,"February 22, 1995",University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marblde01,Devyn Marble,2015.0,2016.0,198.12,200.0,"September 21, 1992",University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dedmode01,Dewayne Dedmon,2014.0,2019.0,213.36,245.0,"August 12, 1989",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boneyde01,Dexter Boney,1997.0,1997.0,193.04,185.0,"April 27, 1970","University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambrde01,Dexter Cambridge,1993.0,1993.0,200.66,224.0,"January 29, 1970",University of Texas at Austin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pittmde01,Dexter Pittman,2011.0,2014.0,210.82,308.0,"March 2, 1988",University of Texas at Austin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shousde01,Dexter Shouse,1990.0,1990.0,187.96,200.0,"March 24, 1963",University of South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
davisde01,Deyonta Davis,2017.0,2019.0,210.82,237.0,"December 2, 1996",Michigan State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stonedi01,Diamond Stone,2017.0,2017.0,210.82,255.0,"February 10, 1997",University of Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garredi02,Diante Garrett,2013.0,2014.0,193.04,190.0,"November 3, 1988",Iowa State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milledi01,Dick Miller,1981.0,1981.0,198.12,215.0,"April 26, 1958",University of Toledo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simpkdi01,Dickey Simpkins,1995.0,2002.0,205.74,248.0,"April 6, 1972",Providence College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mbengdj01,Didier Ilunga-Mbenga,2005.0,2011.0,213.36,245.0,"December 30, 1980",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thompdi01,Dijon Thompson,2006.0,2007.0,200.66,195.0,"February 23, 1983","University of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutomdi01,Dikembe Mutombo,1992.0,2009.0,218.44,245.0,"June 25, 1966",Georgetown University,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0,8.0,6.0,3.0,3.0,22.0
brookdi01,Dillon Brooks,2018.0,2019.0,198.12,220.0,"January 22, 1996",University of Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radjadi01,Dino Radja,1994.0,1997.0,210.82,225.0,"April 24, 1967",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glovedi01,Dion Glover,2000.0,2005.0,195.58,228.0,"October 22, 1978",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waitedi01,Dion Waiters,2013.0,2019.0,193.04,215.0,"December 10, 1991",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrisdi01,Dionte Christmas,2014.0,2014.0,195.58,205.0,"September 15, 1986",Temple University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minnidi01,Dirk Minniefield,1986.0,1988.0,190.5,180.0,"January 17, 1961",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nowitdi01,Dirk Nowitzki,1999.0,2019.0,213.36,245.0,"June 19, 1978",None,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,12.0,14.0,0.0,0.0,0.0,28.0
riverdo01,Doc Rivers,1984.0,1996.0,193.04,185.0,"October 13, 1961",Marquette University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
sabondo01,Domantas Sabonis,2017.0,2019.0,210.82,240.0,"May 3, 1996",Gonzaga University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcguido01,Dominic McGuire,2008.0,2013.0,205.74,220.0,"October 20, 1985","University of California, California State University, Fresno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pressdo01,Dominic Pressley,1989.0,1989.0,187.96,170.0,"May 30, 1964",Boston College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jonesdo02,Dominique Jones,2011.0,2013.0,193.04,215.0,"October 15, 1988",University of South Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wilkido01,Dominique Wilkins,1983.0,1999.0,203.2,215.0,"January 12, 1960",University of Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,9.0,0.0,0.0,0.0,16.0
collido02,Don Collins,1981.0,1987.0,198.12,190.0,"November 28, 1958",Washington State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macledo01,Don MacLean,1993.0,2001.0,208.28,235.0,"January 16, 1970","University of California, Los Angeles",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reiddo01,Don Reid,1996.0,2003.0,203.2,250.0,"December 30, 1973",Georgetown University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hodgedo01,Donald Hodge,1992.0,1996.0,213.36,230.0,"February 25, 1969",Temple University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
royaldo01,Donald Royal,1990.0,1998.0,203.2,210.0,"May 22, 1966",University of Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloando01,Donald Sloan,2012.0,2016.0,190.5,205.0,"January 15, 1988",Texas A&M University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
