ID,Player,Years,From,To,Ht(cm),Wt(kg),Birth Date,Colleges,MVP,Finals MVP,All-Star MVP,Most Improved,Sixth Man,Defence Player,Rookie,All 1st,All 2nd,All 3rd,All Tot,All-Star,D Tot,D 1st,D 2nd,Total Awards,Years.1,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
gatlich01,Chris Gatling,11.0,1992.0,2002.0,208.28,220.0,"September 3, 1967",Old Dominion University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,PF,715,88.0,19.659000000000002,3.9930000000000003,7.794,51.23171670515782,0.07,0.281,24.911032028469748,3.923,7.513,52.216158658325575,51.680780087246596,2.255,3.4219999999999997,65.89713617767386,1.7919999999999998,3.551,5.343,0.655,0.662,0.5429999999999999,1.517,2.677,10.31,8.347999999999999
kamanch01,Chris Kaman,13.0,2004.0,2016.0,213.36,265.0,"April 28, 1982",Central Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,C,753,548.0,26.607,4.64,9.475,48.97097625329816,0.001,0.032,3.125,4.638999999999999,9.443999999999999,49.12113511224057,48.976253298153026,1.806,2.43,74.32098765432099,2.012,5.5470000000000015,7.559,1.242,0.4370000000000001,1.248,2.106,2.6839999999999997,11.088,11.324000000000002
mullich01,Chris Mullin,16.0,1986.0,2001.0,198.12,200.0,"July 30, 1963",St. John's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,9.0,16.0,SF,1057,885.0,32.375,6.723,13.229000000000001,50.82016781313781,0.8340000000000001,2.161,38.59324386857936,5.888,11.068,53.19840983014095,53.97233350971351,3.594,4.154,86.519017814155,1.014,3.0260000000000002,4.041,3.404,1.518,0.562,2.319,2.077,17.874000000000006,15.937000000000001
paulch01,Chris Paul,14.0,2006.0,2019.0,182.88,175.0,"May 6, 1985",Wake Forest University,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,8.0,9.0,9.0,7.0,2.0,28.0,14.0,PG,1041,1041.0,35.305,6.602,14.037,47.032841775308114,1.3659999999999999,3.681,37.109481119261076,5.2360000000000015,10.356,50.56006179992275,51.89855382204175,4.203,4.852,86.62407254740313,0.6809999999999999,3.844,4.525,9.593,2.229,0.128,2.44,2.5180000000000002,18.773,22.206
webbech01,Chris Webber,15.0,1994.0,2008.0,205.74,245.0,"March 1, 1973",University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,11.0,15.0,PF,911,907.0,37.044000000000004,8.572000000000001,17.952,47.74955436720143,0.305,1.026,29.7270955165692,8.267000000000001,16.925,48.844903988183155,48.59904188948306,3.053,4.731,64.53181145635172,2.734,6.947,9.682,4.19,1.4140000000000001,1.4180000000000001,2.7880000000000003,3.278,20.502,20.081
laettch01,Christian Laettner,13.0,1993.0,2005.0,210.82,235.0,"August 17, 1969",Duke University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,PF,913,715.0,29.483,4.609,9.642000000000001,47.80128604024061,0.106,0.41700000000000004,25.41966426858513,4.503,9.225,48.8130081300813,48.35096453018046,3.373,4.117,81.92858877823659,1.841,4.75,6.591,2.512,1.044,0.762,2.195,3.179,12.698,12.457
persoch01,Chuck Person,13.0,1987.0,2000.0,203.2,220.0,"June 27, 1964",Auburn University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,SF,994,637.0,30.456,5.819,12.716,45.76124567474049,1.305,3.589,36.361103371412646,4.513999999999999,9.128,49.45223488168274,50.89257628184964,1.579,2.1830000000000003,72.33165368758591,1.192,3.785,4.977,2.747,0.71,0.21,2.024,2.701,14.522,10.940999999999999
robincl02,Clifford Robinson,18.0,1990.0,2007.0,208.28,225.0,"December 16, 1966",University of Connecticut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,18.0,PF,1521,913.0,30.538,5.2120000000000015,11.997,43.44419438192882,0.8809999999999999,2.503,35.19776268477828,4.331,9.494,45.618285232778604,47.11594565307994,2.53,3.697,68.4338652961861,1.339,3.1710000000000003,4.51,2.199,1.014,1.001,1.796,3.071,13.835999999999999,9.741
drexlcl01,Clyde Drexler,15.0,1984.0,1998.0,200.66,210.0,"June 22, 1962",University of Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,15.0,15.0,SG,1231,1090.0,35.019,7.645,16.313,46.864463924477405,0.7859999999999999,2.512,31.28980891719745,6.859,13.800999999999998,49.699297152380254,49.27358548396985,4.3610000000000015,5.535,78.78952122854561,2.416,3.822,6.2379999999999995,5.699,2.019,0.672,2.741,3.063,20.437,19.419
willico02,Corliss Williamson,12.0,1996.0,2007.0,200.66,245.0,"December 4, 1973",University of Arkansas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,SF,888,303.0,22.351,4.255,8.734,48.71765514082893,0.006999999999999999,0.054000000000000006,12.962962962962965,4.248,8.68,48.940092165898626,48.75772841767804,2.343,3.262,71.82709993868792,1.443,2.3369999999999997,3.779,1.151,0.546,0.306,1.5730000000000002,2.717,10.859000000000002,6.952999999999999
russeda01,D'Angelo Russell,4.0,2016.0,2019.0,195.58,198.0,"February 23, 1996",Ohio State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,PG,272,224.0,28.5,6.176,14.75,41.87118644067797,2.165,6.129,35.32387012563225,4.011,8.621,46.525925066697596,49.21016949152544,2.0,2.625,76.19047619047619,0.5920000000000001,3.0810000000000004,3.673,5.077,1.162,0.243,2.838,1.86,16.518,12.776
davisda01,Dale Davis,16.0,1992.0,2007.0,210.82,230.0,"March 25, 1969",Clemson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,C,1231,979.0,27.025,3.215,6.065,53.009068425391575,0.0,0.008,0.0,3.215,6.057,53.07908205382201,53.009068425391575,1.3730000000000002,2.471,55.564548765681906,2.9989999999999997,4.877,7.8770000000000024,0.865,0.626,1.1340000000000001,1.01,2.6689999999999996,7.803,10.677
ellisda01,Dale Ellis,17.0,1984.0,2000.0,200.66,205.0,"August 6, 1960",University of Tennessee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,17.0,SF,1282,631.0,28.673000000000002,6.027,12.624,47.74239543726237,1.396,3.485,40.05738880918221,4.63,9.139,50.66199803041909,53.27154626109,2.1630000000000003,2.758,78.42639593908629,1.2819999999999998,2.208,3.49,1.4340000000000002,0.8,0.154,1.4569999999999999,2.062,15.612,10.777999999999999
lillada01,Damian Lillard,7.0,2013.0,2019.0,190.5,195.0,"July 15, 1990",Weber State University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,9.0,7.0,PG,584,584.0,36.514,7.795,18.065,43.149737060614456,2.736,7.466,36.64612911867131,5.058,10.599,47.721483158788566,50.72239136451702,5.211,5.8610000000000015,88.90974236478417,0.6509999999999999,3.5410000000000004,4.192,6.2929999999999975,0.976,0.308,2.772,2.057,23.535999999999998,19.555
stoudda01,Damon Stoudamire,13.0,1996.0,2008.0,177.8,171.0,"September 3, 1973",University of Arizona,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,PG,931,838.0,32.87,4.859,11.977,40.56942473073391,1.38,3.8560000000000003,35.788381742738586,3.4789999999999996,8.121,42.83955177933753,46.330466727895136,2.108,2.53,83.32015810276681,0.789,2.6460000000000004,3.435,6.019,1.058,0.09699999999999999,2.296,1.96,13.207,12.02
majerda01,Dan Majerle,14.0,1989.0,2002.0,198.12,215.0,"September 9, 1965",Central Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,14.0,SG,1078,507.0,31.95300000000001,4.135,9.641,42.88974172803651,1.429,3.9989999999999997,35.733933483370855,2.7060000000000004,5.642,47.96171570365119,50.3007986723369,1.771,2.384,74.28691275167785,1.186,3.3360000000000003,4.521,2.838,1.26,0.382,1.1540000000000001,2.052,11.470999999999998,11.147
barroda01,Dana Barros,14.0,1990.0,2004.0,180.34,163.0,"April 13, 1967",Boston College,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,14.0,PG,881,264.0,22.410999999999998,3.784,8.222000000000001,46.0228654828509,1.2570000000000001,3.054,41.15913555992141,2.528,5.167999999999998,48.91640866873065,53.66699099975675,1.4280000000000002,1.666,85.71428571428571,0.266,1.587,1.8519999999999999,3.25,0.8540000000000001,0.052000000000000005,1.396,1.242,10.253,8.947000000000003
aingeda01,Danny Ainge,14.0,1982.0,1995.0,193.04,175.0,"March 17, 1959",Brigham Young University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,SG,1235,583.0,26.553,4.34,9.292,46.70684459750322,0.951,2.497,38.08570284341209,3.389,6.795,49.87490802060338,51.82414980628498,1.597,1.892,84.40803382663849,0.66,1.94,2.6,3.931,1.057,0.122,1.476,2.496,11.228,9.718
grangda01,Danny Granger,10.0,2006.0,2015.0,205.74,222.0,"April 20, 1983","Bradley University, University of New Mexico",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,SF,621,450.0,31.217,5.593,12.899000000000001,43.35995038375068,1.6969999999999998,4.473,37.93874357254639,3.895,8.425,46.231454005934715,49.93797968834793,3.596,4.242,84.77133427628478,1.1340000000000001,3.7439999999999998,4.878,1.857,0.9390000000000001,0.795,1.8419999999999999,2.762,16.477999999999998,12.390999999999998
greenda02,Danny Green,10.0,2010.0,2019.0,198.12,215.0,"June 22, 1987",University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,SG,720,638.0,25.379,3.1689999999999996,7.454,42.5140863965656,1.881,4.638,40.55627425614489,1.2890000000000001,2.8169999999999997,45.75789847355342,55.13147303461229,0.696,0.862,80.74245939675174,0.575,2.886,3.4610000000000003,1.546,0.986,0.821,1.0070000000000001,1.76,8.915,8.511000000000001
mannida01,Danny Manning,15.0,1989.0,2003.0,208.28,230.0,"May 17, 1966",University of Kansas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,15.0,PF,926,420.0,27.421999999999997,5.694,11.152999999999999,51.05352819869093,0.048,0.228,21.052631578947366,5.647,10.925,51.68878718535469,51.26871693714696,2.597,3.554,73.07259425998875,1.716,3.486,5.202000000000001,2.314,1.125,0.846,2.083,3.29,14.033,11.731
vraneda01,Danny Vranes,7.0,1982.0,1988.0,200.66,210.0,"October 29, 1958",University of Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,SF,525,246.0,20.684,2.055,4.175,49.22155688622755,0.004,0.038,10.526315789473683,2.051,4.137,49.57698815566836,49.26946107784431,0.96,1.6840000000000002,57.00712589073634,1.5030000000000001,2.421,3.924,1.1540000000000001,0.642,0.528,1.004,2.67,5.074,4.803999999999999
armstda01,Darrell Armstrong,14.0,1995.0,2008.0,182.88,170.0,"June 22, 1968",Fayetteville State University,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,PG,891,350.0,23.608,3.116,7.622000000000001,40.881658357386506,1.08,3.2539999999999996,33.18992009834051,2.036,4.368,46.61172161172161,47.96641301495672,1.733,1.985,87.30478589420655,0.772,1.906,2.678,3.952,1.325,0.11699999999999999,1.84,1.6769999999999998,9.044,8.841000000000003
leeda02,David Lee,12.0,2006.0,2017.0,205.74,245.0,"April 29, 1983",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,12.0,PF,872,517.0,28.624000000000002,5.376,10.06,53.43936381709742,0.001,0.034,2.9411764705882346,5.375,10.025,53.615960099750616,53.44433399602386,2.403,3.123,76.94524495677233,2.537,6.075,8.611,2.142,0.733,0.386,1.702,2.577,13.155999999999999,15.345999999999998
robinda01,David Robinson,14.0,1990.0,2003.0,215.9,235.0,"August 6, 1965",United States Naval Academy,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,10.0,10.0,8.0,4.0,4.0,31.0,14.0,C,1110,1108.0,34.677,7.327000000000001,14.257,51.39229852002525,0.023,0.099,23.232323232323232,7.3039999999999985,14.158,51.589207515185755,51.47296065090833,6.053,8.259,73.28974452112847,3.108,7.521,10.629000000000001,2.451,1.386,2.9419999999999997,2.43,2.935,20.730999999999998,23.64
westda01,David West,15.0,2004.0,2018.0,205.74,250.0,"August 29, 1980",Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,15.0,PF,1152,808.0,28.023000000000003,5.4170000000000025,10.978,49.344142831116784,0.055999999999999994,0.20800000000000002,26.92307692307693,5.36,10.77,49.76787372330549,49.599198396793575,2.451,3.009,81.45563310069791,1.68,4.609,6.289,2.2030000000000003,0.727,0.82,1.5919999999999999,2.327,13.341,13.343
jordade01,DeAndre Jordan,11.0,2009.0,2019.0,210.82,265.0,"July 21, 1988",Texas A&M University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,6.0,11.0,C,876,764.0,28.392,3.822,5.711,66.92348100157591,0.001,0.013999999999999999,7.142857142857142,3.821,5.697,67.0703879234685,66.93223603572054,1.9369999999999998,4.212,45.987654320987644,3.242,7.643,10.885,0.868,0.612,1.6740000000000002,1.3869999999999998,2.6860000000000004,9.582,15.382
derozde01,DeMar DeRozan,10.0,2010.0,2019.0,200.66,220.0,"August 7, 1989",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,6.0,10.0,SG,803,791.0,34.356,7.153,15.958,44.82391277102394,0.44299999999999995,1.588,27.89672544080604,6.71,14.37,46.69450243562978,46.21193131971425,5.235,6.314,82.9109914475768,0.746,3.517,4.263,3.3989999999999996,0.991,0.289,2.046,2.258,19.985,14.74
couside01,DeMarcus Cousins,9.0,2011.0,2019.0,210.82,270.0,"August 13, 1990",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,9.0,C,565,543.0,31.996,7.581,16.451,46.082305027050026,0.605,1.825,33.15068493150685,6.975,14.627,47.68578655910302,47.9210990213361,5.483,7.442,73.67643106691749,2.77,8.081,10.850999999999999,3.242,1.425,1.234,3.54,3.85,21.25,19.782
murrade01,Dejounte Murray,2.0,2017.0,2018.0,195.58,170.0,"September 19, 1996",University of Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,PG,135,63.0,17.252,2.6439999999999997,6.0520000000000005,43.68803701255784,0.163,0.489,33.333333333333336,2.481,5.563,44.5982383605968,45.034699272967615,1.111,1.57,70.76433121019106,0.919,3.148,4.067,2.333,0.9329999999999999,0.29600000000000004,1.43,1.5190000000000001,6.563,7.377999999999999
curryde01,Dell Curry,16.0,1987.0,2002.0,193.04,190.0,"June 25, 1964",Virginia Polytechnic Institute and State University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,SG,1134,100.0,21.552,4.6,10.107000000000001,45.51301078460473,1.1340000000000001,2.835,40.0,3.466,7.272,47.662266226622656,51.122984070446215,1.139,1.349,84.43291326908822,0.552,1.8319999999999999,2.384,1.734,0.904,0.21600000000000005,1.182,1.6540000000000001,11.472999999999999,8.158
rodmade01,Dennis Rodman,14.0,1987.0,2000.0,200.66,210.0,"May 13, 1961",Southeastern Oklahoma State University,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,7.0,1.0,14.0,14.0,PF,1080,662.0,31.136999999999997,2.97,5.7520000000000024,51.634214186369974,0.08199999999999999,0.3720000000000001,22.043010752688176,2.888,5.38,53.68029739776953,52.3470097357441,1.166,2.022,57.665677546983176,4.588,8.032,12.62,1.671,0.664,0.581,1.6130000000000002,3.216,7.189,14.259
harpede01,Derek Harper,16.0,1984.0,1999.0,193.04,185.0,"October 13, 1961",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,16.0,PG,1296,958.0,31.54300000000001,5.0969999999999995,11.040999999999999,46.16429671225433,0.9,2.5380000000000003,35.460992907801426,4.198,8.503,49.370810302246284,50.240014491441,2.1,2.826,74.3099787685775,0.58,1.825,2.405,5.471,1.624,0.243,1.93,2.309,13.194,12.03
willide01,Deron Williams,12.0,2006.0,2017.0,190.5,200.0,"June 26, 1984",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,12.0,PG,935,843.0,34.082,5.72,12.882,44.40304300574446,1.406,3.898,36.069779374037964,4.313,8.984,48.00756901157614,49.86027014438752,3.428,4.181,81.98995455632624,0.428,2.677,3.105,7.9670000000000005,1.025,0.243,2.83,2.536,16.274,15.332
colemde01,Derrick Coleman,15.0,1991.0,2005.0,208.28,230.0,"June 21, 1967",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,15.0,PF,820,706.0,33.366,5.91,13.198,44.779512047279894,0.429,1.4380000000000002,29.833101529902645,5.48,11.76,46.59863945578231,46.40475829671162,4.263,5.5329999999999995,77.04681004879811,2.667,6.6229999999999976,9.29,2.552,0.7759999999999999,1.354,2.583,2.65,16.512,16.694000000000006
mckeyde01,Derrick McKey,15.0,1988.0,2002.0,205.74,205.0,"October 10, 1966",University of Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,15.0,SF,1079,711.0,28.744,4.026,8.329,48.33713531036138,0.22399999999999998,0.715,31.328671328671327,3.802,7.614,49.934331494615186,49.681834553968066,2.3280000000000003,3.0039999999999996,77.49667110519306,1.6159999999999999,3.03,4.646,2.385,1.0959999999999999,0.648,1.796,2.906,10.604000000000001,9.698
rosede01,Derrick Rose,10.0,2009.0,2019.0,190.5,200.0,"October 4, 1988",University of Memphis,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,10.0,PG,592,530.0,33.595,7.436,16.507,45.04755558248014,0.818,2.681,30.51100335695636,6.617999999999999,13.825999999999999,47.86633878200492,47.52529230023625,3.4410000000000003,4.169,82.53777884384746,0.883,2.6910000000000003,3.574,5.676,0.772,0.35600000000000004,2.716,1.395,19.13,15.597999999999999
schrede01,Detlef Schrempf,16.0,1986.0,2001.0,205.74,214.0,"January 21, 1963",University of Washington,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,16.0,SF,1250,583.0,29.548000000000002,4.71,9.635,48.88427607680333,0.426,1.111,38.34383438343834,4.285,8.524,50.26982637259504,51.09496626881162,3.908,4.873,80.19700389903551,1.611,4.459,6.07,3.303,0.7340000000000001,0.27,1.994,2.935,13.754000000000001,13.314
harride01,Devin Harris,15.0,2005.0,2019.0,190.5,185.0,"February 27, 1983",University of Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,PG,1049,479.0,24.29,3.529,8.152999999999999,43.28468048571078,0.821,2.546,32.246661429693624,2.708,5.606,48.30538708526578,48.3196369434564,2.7760000000000002,3.503,79.24636026263202,0.29600000000000004,1.8719999999999999,2.169,3.847,0.997,0.19399999999999998,1.702,2.23,10.655,8.581
mutomdi01,Dikembe Mutombo,18.0,1992.0,2009.0,218.44,245.0,"June 25, 1966",Georgetown University,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0,8.0,6.0,3.0,3.0,22.0,18.0,C,1297,1069.0,30.769000000000002,3.448,6.655,51.810668670172795,0.0,0.002,0.0,3.448,6.652,51.83403487672879,51.810668670172795,2.855,4.167,68.51451883849292,3.1639999999999997,7.106,10.270999999999999,1.016,0.41200000000000003,2.7289999999999996,1.79,2.8080000000000003,9.751,15.062000000000001
riverdo01,Doc Rivers,13.0,1984.0,1996.0,193.04,185.0,"October 13, 1961",Marquette University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,PG,945,663.0,27.471,3.813,8.579,44.445739596689606,0.435,1.3219999999999998,32.90468986384265,3.378,7.2570000000000014,46.548160396858215,46.9810001165637,2.842,3.6319999999999997,78.2488986784141,0.728,2.335,3.063,5.68,1.786,0.396,1.909,3.095,10.902999999999999,11.269
wilkido01,Dominique Wilkins,15.0,1983.0,1999.0,203.2,215.0,"January 12, 1960",University of Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,9.0,0.0,0.0,0.0,16.0,15.0,SF,1130,1042.0,35.65,9.273,20.168,45.97877826259421,0.653,2.059,31.714424477901893,8.619,18.109,47.5951184493898,47.597679492264966,5.6610000000000005,6.975,81.16129032258065,2.75,3.926,6.676,2.496,1.284,0.599,2.497,1.933,24.859,19.274
macledo01,Don MacLean,9.0,1993.0,2001.0,208.28,235.0,"January 16, 1970","University of California, Los Angeles",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,SF,319,111.0,20.936999999999998,4.138,9.097000000000001,45.487523359349225,0.17600000000000002,0.618,28.478964401294498,3.9619999999999997,8.48,46.72169811320755,46.45487523359351,2.489,3.2539999999999996,76.49047326367547,1.1159999999999999,2.677,3.793,1.266,0.37,0.16,1.248,1.875,10.94,7.683
chrisdo01,Doug Christie,15.0,1993.0,2007.0,198.12,200.0,"May 9, 1970",Pepperdine University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,15.0,SG,885,757.0,31.61,3.861,9.121,42.33088477140665,0.96,2.736,35.08771929824561,2.9010000000000002,6.385,45.43461237274863,47.593465628768776,2.451,2.9819999999999998,82.19315895372232,0.968,3.174,4.1419999999999995,3.628,1.8619999999999999,0.47600000000000003,2.076,2.51,11.133,10.866
greendr01,Draymond Green,7.0,2013.0,2019.0,200.66,230.0,"March 4, 1990",Michigan State University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,11.0,7.0,PF,634,472.0,29.188000000000002,3.435,7.849,43.76353675627468,0.973,3.008,32.34707446808511,2.4619999999999997,4.841,50.85726089650898,49.96177857051853,1.729,2.421,71.41676992978107,1.2670000000000001,6.03,7.2970000000000015,4.978,1.412,1.14,2.099,2.926,9.573,14.267999999999999
wadedw01,Dwyane Wade,16.0,2004.0,2019.0,193.04,220.0,"January 17, 1982",Marquette University,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,13.0,3.0,0.0,3.0,26.0,16.0,SG,1231,1081.0,34.5,8.045,16.799,47.88975534257992,0.53,1.77,29.94350282485876,7.516,15.027999999999999,50.01330849081714,49.46723019227336,5.409,7.053999999999999,76.67989793025234,1.212,3.549,4.761,5.337999999999999,1.538,0.861,3.175,2.271,22.03,18.685
johnsed03,Eddie Johnson,17.0,1982.0,1999.0,200.66,215.0,"May 1, 1959",University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,SF,1288,485.0,26.955,6.35,13.520999999999999,46.963981953997475,0.488,1.4709999999999999,33.174711080897346,5.862,12.05,48.64730290456431,48.76858220545817,2.627,3.1210000000000004,84.17173982697855,1.474,2.519,3.9939999999999998,2.059,0.609,0.15,1.6880000000000002,2.454,15.815,10.82
jonesed02,Eddie Jones,14.0,1995.0,2008.0,198.12,190.0,"October 20, 1971",Temple University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,7.0,14.0,SG,1035,968.0,34.341,5.101,11.681,43.66920640356136,1.614,4.32,37.361111111111114,3.488,7.3610000000000015,47.38486618665942,50.57786148446196,2.862,3.5469999999999997,80.6879052720609,0.79,3.252,4.043,2.907,1.6669999999999998,0.619,1.5590000000000002,2.63,14.677999999999999,12.46
brandel01,Elton Brand,17.0,2000.0,2016.0,203.2,275.0,"March 11, 1979",Duke University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,17.0,PF,1098,898.0,32.835,6.1979999999999995,12.372,50.09699321047528,0.002,0.02,10.0,6.1960000000000015,12.352,50.161917098445606,50.10507597801488,3.387,4.606,73.53452019105515,3.093,5.37,8.463,2.0469999999999997,0.879,1.722,1.913,2.932,15.784,16.658
okafoem01,Emeka Okafor,10.0,2005.0,2018.0,208.28,252.0,"September 28, 1982",University of Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,C,623,609.0,30.894000000000002,4.854,9.469,51.26201288414829,0.0,0.003,0.0,4.854,9.465,51.28367670364501,51.26201288414829,2.193,3.75,58.48,3.1639999999999997,6.4670000000000005,9.631,0.835,0.674,1.62,1.599,2.7689999999999997,11.9,14.12
bledser01,Eric Bledsoe,9.0,2011.0,2019.0,185.42,205.0,"December 9, 1989",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,PG,594,415.0,27.63300000000001,4.949,10.85,45.61290322580646,1.042,3.114,33.461785484906876,3.907,7.7360000000000015,50.504136504653566,50.414746543778804,2.9560000000000004,3.737,79.10088306127909,0.82,3.0439999999999996,3.864,4.699,1.463,0.485,2.6010000000000004,2.0540000000000003,13.897,13.071
