ID,Player,Years,From,To,Ht(cm),Wt(kg),Birth Date,Colleges,MVP,Finals MVP,All-Star MVP,Most Improved,Sixth Man,Defence Player,Rookie,All 1st,All 2nd,All 3rd,All Tot,All-Star,D Tot,D 1st,D 2nd,Total Awards,Years.1,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR,Group
boycedo01,Donnie Boyce,2.0,1996.0,1997.0,195.58,196.0,"September 2, 1973",University of Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,31,2.0,6.355,0.968,2.839,34.09651285663966,0.19399999999999998,0.8390000000000001,23.122765196662694,0.774,2.0,38.7,37.51320887636492,0.419,0.8390000000000001,49.9404052443385,0.387,0.419,0.8059999999999999,0.516,0.419,0.161,0.71,0.613,2.548,0.8390000000000001,0
marshdo02,Donny Marshall,5.0,1996.0,2003.0,200.66,230.0,"July 17, 1972",University of Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,SF,127,0.0,7.354,0.693,2.173,31.89139438564197,0.331,1.016,32.57874015748032,0.36200000000000004,1.157,31.287813310285216,39.507593189139435,0.614,0.898,68.37416481069042,0.307,0.6459999999999999,0.953,0.28300000000000003,0.29100000000000004,0.039,0.354,0.85,2.331,0.929,0
mitchdo01,Donovan Mitchell,2.0,2018.0,2019.0,190.5,215.0,"September 7, 1996",University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,167,159.0,33.814,8.132,18.772000000000002,43.319838056680176,2.395,6.88,34.811046511627914,5.737,11.892000000000001,48.242515977127475,49.699019816748354,3.575,4.407,81.12094395280236,0.7190000000000001,3.335,4.053999999999999,3.946,1.4369999999999998,0.371,2.784,2.7310000000000003,22.234,15.054,2
smithdo04,Donta Smith,2.0,2005.0,2006.0,200.66,215.0,"November 27, 1983",Southeastern Illinois College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,61,0.0,9.18,0.9670000000000001,2.295,42.13507625272332,0.131,0.426,30.75117370892019,0.836,1.869,44.72980203317282,44.989106753812635,0.639,0.9840000000000001,64.9390243902439,0.361,0.721,1.082,0.787,0.508,0.08199999999999999,0.475,1.148,2.705,1.869,0
jonesdo01,Dontae' Jones,1.0,1998.0,1998.0,203.2,220.0,"June 2, 1975","Northeast Mississippi Community College, Mississippi State University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,15,0.0,6.067,1.2670000000000001,3.8,33.3421052631579,0.4,1.5330000000000001,26.092628832354865,0.867,2.267,38.24437582708426,38.60526315789474,0.0,0.0,0.0,0.2,0.4,0.6,0.33299999999999996,0.133,0.2,0.733,0.8,2.9330000000000003,0.133,0
divindo01,Donte DiVincenzo,1.0,2019.0,2019.0,193.04,203.0,"January 31, 1997",Villanova University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,27,0.0,15.222000000000001,1.8519999999999999,4.593,40.32222947964294,0.815,3.074,26.512687052700066,1.037,1.5190000000000001,68.26859776168533,49.19442630089266,0.33299999999999996,0.444,75.0,0.593,1.815,2.407,1.148,0.48100000000000004,0.222,0.7040000000000001,1.4069999999999998,4.852,4.148,1
grantdo01,Donte Grantham,1.0,2019.0,2019.0,203.2,215.0,"March 19, 1995",Clemson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,3,0.0,0.667,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.667,0
greendo01,Donte Greene,4.0,2009.0,2012.0,210.82,226.0,"February 21, 1988",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,SF,253,82.0,16.834,2.312,5.6960000000000015,40.589887640449426,0.652,2.142,30.438842203548088,1.66,3.553,46.72108077680833,46.31320224719101,0.8140000000000001,1.162,70.05163511187608,0.5529999999999999,1.818,2.372,0.723,0.439,0.45799999999999996,0.877,1.474,6.091,4.0,1
jeffedo01,Dontell Jefferson,1.0,2009.0,2009.0,195.58,195.0,"December 15, 1983",University of Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,6,0.0,14.0,1.8330000000000002,3.667,49.986364875920366,0.16699999999999998,0.33299999999999996,50.150150150150154,1.6669999999999998,3.333,50.01500150015002,52.26343059721843,1.0,1.5,66.66666666666666,0.16699999999999998,1.8330000000000002,2.0,1.5,0.667,0.16699999999999998,1.0,1.5,4.833,4.333,1
wingfdo01,Dontonio Wingfield,4.0,1995.0,1998.0,203.2,256.0,"June 23, 1974",University of Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,SF,122,2.0,10.033,1.369,3.5,39.114285714285714,0.434,1.328,32.68072289156626,0.934,2.1719999999999997,43.001841620626145,45.31428571428572,0.557,0.787,70.77509529860228,1.074,1.311,2.385,0.664,0.32799999999999996,0.12300000000000001,0.77,1.672,3.73,2.426,0
marshdo01,Donyell Marshall,15.0,1995.0,2009.0,205.74,218.0,"May 18, 1973",University of Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,PF,1004,427.0,25.807,4.1960000000000015,9.664,43.41887417218543,0.938,2.6830000000000003,34.9608647036899,3.258,6.981,46.669531585732706,48.27193708609271,1.656,2.263,73.17719840919133,1.953,4.587,6.54,1.3319999999999999,0.8029999999999999,0.87,1.321,2.251,10.987,10.884,2
wrighdo01,Dorell Wright,11.0,2005.0,2015.0,205.74,205.0,"December 2, 1985",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,SF,569,222.0,21.974,2.949,6.962999999999999,42.352434295562254,1.0979999999999999,3.016,36.40583554376658,1.851,3.947,46.896376995186216,50.23696682464455,1.206,1.494,80.72289156626505,0.6659999999999999,3.0839999999999996,3.75,1.518,0.743,0.4920000000000001,0.8540000000000001,1.411,8.202,8.139,1
finnedo01,Dorian Finney-Smith,3.0,2017.0,2019.0,203.2,220.0,"May 4, 1993",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PF,183,74.0,22.268,2.175,5.3660000000000005,40.5329854640328,0.847,2.798,30.271622587562536,1.328,2.568,51.713395638629294,48.4252702199031,0.71,0.978,72.59713701431492,1.175,2.574,3.7489999999999997,1.0270000000000001,0.716,0.355,0.765,1.9340000000000002,5.907,5.596,1
lambdo01,Doron Lamb,2.0,2013.0,2014.0,193.04,210.0,"November 6, 1991",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,100,0.0,12.72,1.23,3.23,38.08049535603715,0.5,1.27,39.37007874015747,0.73,1.96,37.24489795918368,45.8204334365325,0.49,0.7,70.0,0.16,0.79,0.95,0.75,0.24,0.01,0.53,1.06,3.45,1.6,0
chrisdo01,Doug Christie,15.0,1993.0,2007.0,198.12,200.0,"May 9, 1970",Pepperdine University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,15.0,SG,885,757.0,31.61,3.861,9.121,42.33088477140665,0.96,2.736,35.08771929824561,2.9010000000000002,6.385,45.43461237274863,47.593465628768776,2.451,2.9819999999999998,82.19315895372232,0.968,3.174,4.1419999999999995,3.628,1.8619999999999999,0.47600000000000003,2.076,2.51,11.133,10.866,2
edwardo01,Doug Edwards,3.0,1994.0,1996.0,200.66,220.0,"January 21, 1971",Florida State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PF,86,0.0,9.779,0.826,2.186,37.785910338517844,0.0,0.07,0.0,0.826,2.116,39.03591682419659,37.785910338517844,0.7090000000000001,1.0,70.89999999999998,0.7090000000000001,1.07,1.7790000000000001,0.698,0.198,0.326,0.6629999999999999,1.047,2.36,2.0,0
leedo01,Doug Lee,3.0,1992.0,1995.0,195.58,200.0,"October 24, 1964","Texas A&M University, Purdue University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SG,75,0.0,5.6129999999999995,0.813,2.013,40.38748137108793,0.24,0.8,30.0,0.573,1.213,47.23825226710634,46.34873323397913,0.373,0.5329999999999999,69.98123827392118,0.22699999999999998,0.33299999999999996,0.56,0.44,0.22699999999999998,0.08,0.267,0.867,2.24,1.053,0
mcderdo01,Doug McDermott,5.0,2015.0,2019.0,203.2,225.0,"January 3, 1992",Creighton University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,SF,349,14.0,19.695999999999998,2.8939999999999997,6.301,45.929217584510404,1.1,2.708,40.62038404726736,1.794,3.593,49.930420261619815,54.65799079511189,0.8170000000000001,0.9890000000000001,82.6086956521739,0.34700000000000003,1.754,2.1,0.777,0.198,0.106,0.596,1.327,7.705,5.3839999999999995,1
overtdo01,Doug Overton,11.0,1993.0,2004.0,190.5,190.0,"August 3, 1969",La Salle University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,PG,499,62.0,14.579,1.764,4.277,41.243862520458265,0.21600000000000005,0.679,31.81148748159057,1.547,3.597,43.008062274117314,43.76899696048632,0.772,0.946,81.60676532769556,0.281,1.03,1.311,2.08,0.405,0.038,0.948,1.166,4.515,3.5469999999999997,1
rothdo01,Doug Roth,1.0,1990.0,1990.0,210.82,255.0,"August 24, 1967",University of Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,42,0.0,9.81,0.8809999999999999,2.048,43.017578125,0.0,0.024,0.0,0.8809999999999999,2.024,43.52766798418972,43.017578125,0.16699999999999998,0.33299999999999996,50.150150150150154,1.048,1.81,2.8569999999999998,0.47600000000000003,0.19,0.31,0.381,1.6669999999999998,1.929,2.381,0
smithdo03,Doug Smith,5.0,1992.0,1996.0,208.28,220.0,"September 17, 1969",University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PF,296,118.0,19.706,3.446,8.105,42.51696483652066,0.01,0.122,8.196721311475411,3.4360000000000004,7.983,43.04146310910686,42.57865515114127,1.057,1.368,77.26608187134501,1.331,2.838,4.169,1.351,0.757,0.507,1.193,3.307,7.959,5.274,1
westdo01,Doug West,12.0,1990.0,2001.0,198.12,200.0,"May 27, 1967",Villanova University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,SG,679,382.0,24.648000000000003,3.892,8.093,48.09094279006549,0.054000000000000006,0.289,18.68512110726644,3.838,7.8039999999999985,49.1799077396207,48.42456443840357,1.7480000000000002,2.178,80.25711662075298,0.784,1.682,2.465,1.912,0.679,0.28,1.214,2.758,9.588,6.3210000000000015,2
bendedr01,Dragan Bender,3.0,2017.0,2019.0,215.9,225.0,"November 17, 1997",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PF,171,64.0,20.287,1.942,4.9239999999999995,39.43948009748171,0.982,3.0639999999999996,32.04960835509138,0.9590000000000001,1.86,51.559139784946225,49.411047928513405,0.439,0.6779999999999999,64.74926253687315,0.5670000000000001,3.216,3.784,1.222,0.292,0.5670000000000001,1.058,1.93,5.303999999999999,4.959,1
tarladr01,Dragan Tarlac,1.0,2001.0,2001.0,208.28,260.0,"May 9, 1973",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,43,12.0,13.907,0.907,2.302,39.4005212858384,0.0,0.0,0.0,0.907,2.302,39.4005212858384,39.4005212858384,0.581,0.767,75.7496740547588,0.86,1.9769999999999999,2.8369999999999997,0.721,0.163,0.442,0.884,2.209,2.395,1.8840000000000001,0
greendr01,Draymond Green,7.0,2013.0,2019.0,200.66,230.0,"March 4, 1990",Michigan State University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,11.0,7.0,PF,634,472.0,29.188000000000002,3.435,7.849,43.76353675627468,0.973,3.008,32.34707446808511,2.4619999999999997,4.841,50.85726089650898,49.96177857051853,1.729,2.421,71.41676992978107,1.2670000000000001,6.03,7.2970000000000015,4.978,1.412,1.14,2.099,2.926,9.573,14.267999999999999,3
petrodr01,Drazen Petrovic,4.0,1990.0,1993.0,195.58,195.0,"October 22, 1964",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,SG,319,158.0,25.95,5.718,11.347999999999999,50.38773352132534,0.8340000000000001,1.9340000000000002,43.12306101344364,4.8839999999999995,9.414,51.88017845761632,54.06238984843144,2.6460000000000004,3.182,83.15524827152734,0.8029999999999999,1.455,2.2569999999999997,2.329,0.868,0.08800000000000001,2.025,2.5669999999999997,14.915,9.699,2
barrydr01,Drew Barry,3.0,1998.0,2000.0,195.58,191.0,"February 17, 1973",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PG,62,0.0,9.726,0.6940000000000001,1.6769999999999998,41.38342277877161,0.387,1.032,37.5,0.306,0.645,47.44186046511628,52.92188431723315,0.387,0.5,77.4,0.129,0.968,1.097,1.79,0.306,0.032,0.887,1.21,2.161,2.194,0
eubandr01,Drew Eubanks,1.0,2019.0,2019.0,208.28,245.0,"February 1, 1997",Oregon State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,23,0.0,4.913,0.652,1.13,57.6991150442478,0.0,0.0,0.0,0.652,1.13,57.6991150442478,57.6991150442478,0.478,0.565,84.60176991150443,0.261,1.217,1.4780000000000002,0.304,0.087,0.217,0.348,0.478,1.7830000000000001,2.478,0
goodedr01,Drew Gooden,14.0,2003.0,2016.0,208.28,250.0,"September 24, 1981",University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,PF,854,540.0,25.343000000000004,4.2860000000000005,9.301,46.08106655198365,0.11699999999999999,0.444,26.35135135135136,4.169,8.857000000000003,47.070114034097315,46.71003117944307,2.104,2.763,76.14911328266379,2.37,4.746,7.1160000000000005,1.102,0.6629999999999999,0.593,1.4469999999999998,2.513,10.793,10.630999999999998,2
gordodr01,Drew Gordon,1.0,2015.0,2015.0,205.74,245.0,"July 12, 1990","University of California, Los Angeles, University of New Mexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,9,0.0,7.8889999999999985,0.889,2.1109999999999998,42.112742775935565,0.0,0.33299999999999996,0.0,0.889,1.778,50.0,42.112742775935565,0.111,0.222,50.0,0.778,1.222,2.0,0.222,0.111,0.0,0.889,0.778,1.889,1.222,0
causwdu01,Duane Causwell,11.0,1991.0,2001.0,213.36,240.0,"May 31, 1968",Temple University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,C,549,263.0,17.239,1.8780000000000001,3.707,50.660911788508216,0.004,0.015,26.66666666666667,1.874,3.6919999999999997,50.758396533044426,50.71486377124359,1.084,1.7519999999999998,61.87214611872145,1.4480000000000002,2.714,4.162,0.446,0.40299999999999997,1.3969999999999998,0.9159999999999999,2.69,4.843,5.148,1
coopedu01,Duane Cooper,2.0,1993.0,1994.0,185.42,185.0,"June 25, 1969",University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PG,90,2.0,8.722000000000001,0.889,2.278,39.02546093064093,0.08900000000000001,0.444,20.045045045045047,0.8,1.8330000000000002,43.644298963447895,40.97892888498683,0.4,0.556,71.94244604316546,0.18899999999999997,0.489,0.6779999999999999,1.989,0.233,0.022000000000000002,0.9890000000000001,0.867,2.267,1.7890000000000001,0
ferredu01,Duane Ferrell,11.0,1989.0,1999.0,200.66,209.0,"February 28, 1965",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,SF,617,72.0,14.914000000000001,2.4019999999999997,5.037,47.687115346436386,0.073,0.251,29.08366533864541,2.329,4.7860000000000005,48.662766402005865,48.41175302759578,1.4180000000000001,1.901,74.59231983166755,0.9640000000000001,0.9890000000000001,1.953,0.885,0.504,0.17800000000000002,0.865,1.5590000000000002,6.295,4.272,1
washidu01,Duane Washington,2.0,1988.0,1993.0,193.04,195.0,"August 31, 1964",Middle Tennessee State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,19,0.0,9.684,0.9470000000000001,2.474,38.278092158447855,0.105,0.21100000000000002,49.76303317535545,0.8420000000000001,2.263,37.207247017233755,40.40016168148746,0.8420000000000001,1.053,79.96201329534664,0.263,1.0,1.263,2.053,0.684,0.0,0.579,1.3159999999999998,2.842,3.2110000000000003,0
dukandu01,Duje Dukan,1.0,2016.0,2016.0,205.74,220.0,"December 4, 1991",University of Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,1,0.0,24.0,2.0,10.0,20.0,2.0,5.0,40.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,2.0,1
robindu01,Duncan Robinson,1.0,2019.0,2019.0,203.2,210.0,"April 22, 1994","Williams College, University of Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,15,1.0,10.732999999999999,1.2,3.0669999999999997,39.126181936746,0.667,2.333,28.589798542648946,0.5329999999999999,0.733,72.71487039563439,50.0,0.267,0.4,66.75,0.133,1.133,1.2670000000000001,0.33299999999999996,0.33299999999999996,0.0,0.267,0.733,3.333,2.267,0
hannadu01,Dusty Hannahs,1.0,2019.0,2019.0,190.5,210.0,"September 2, 1993","Texas Tech University, University of Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,2,0.0,13.0,1.5,6.0,25.0,0.0,2.5,0.0,1.5,3.5,42.857142857142854,25.0,1.0,1.0,100.0,0.0,0.5,0.5,2.5,0.5,0.0,0.5,0.5,4.0,2.0,0
bacondw01,Dwayne Bacon,2.0,2018.0,2019.0,200.66,221.0,"August 30, 1995",Florida State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,96,19.0,15.333,2.021,4.677,43.21146033782341,0.51,1.354,37.666174298375175,1.51,3.323,45.44086668672886,48.66367329484714,0.562,0.74,75.94594594594597,0.125,2.094,2.219,0.885,0.292,0.073,0.4270000000000001,1.229,5.115,4.093999999999999,1
jonesdw02,Dwayne Jones,5.0,2006.0,2010.0,210.82,250.0,"June 9, 1983",Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PF,91,0.0,7.341,0.385,0.758,50.79155672823218,0.0,0.011000000000000001,0.0,0.385,0.747,51.539491298527444,50.79155672823218,0.495,0.978,50.613496932515325,0.978,1.242,2.22,0.132,0.121,0.33,0.308,1.275,1.264,1.626,0
mccladw01,Dwayne McClain,1.0,1986.0,1986.0,198.12,185.0,"February 7, 1963",Villanova University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,45,4.0,10.244000000000002,1.5330000000000001,4.0,38.325,0.022000000000000002,0.2,10.999999999999998,1.511,3.8,39.76315789473684,38.6,0.4,0.778,51.413881748071965,0.311,0.35600000000000004,0.667,1.489,0.8440000000000001,0.08900000000000001,0.889,1.3559999999999999,3.489,1.489,0
mortodw01,Dwayne Morton,1.0,1995.0,1995.0,200.66,195.0,"August 8, 1971",University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,41,6.0,9.634,1.22,3.1460000000000004,38.77940241576605,0.22,0.61,36.065573770491795,1.0,2.537,39.41663381947182,42.27590591226954,1.415,2.073,68.25856246985046,0.512,0.902,1.415,0.439,0.268,0.366,0.659,1.0979999999999999,4.073,2.22,0
poleedw01,Dwayne Polee,1.0,1987.0,1987.0,195.58,180.0,"March 2, 1963","University of Nevada, Las Vegas, Pepperdine University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,1,0.0,6.0,1.0,4.0,25.0,0.0,3.0,0.0,1.0,1.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,-4.0,0
schindw01,Dwayne Schintzius,8.0,1991.0,1999.0,215.9,260.0,"October 14, 1968",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,C,222,33.0,9.261000000000001,1.212,2.9819999999999998,40.64386317907445,0.005,0.036000000000000004,13.888888888888893,1.207,2.946,40.97080787508486,40.727699530516425,0.34700000000000003,0.55,63.09090909090909,0.779,1.7480000000000002,2.5269999999999997,0.4370000000000001,0.14,0.5539999999999999,0.55,1.5,2.775,2.41,0
whitfdw01,Dwayne Whitfield,1.0,1996.0,1996.0,205.74,240.0,"August 21, 1972",Jackson State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,8,1.0,15.25,1.625,3.75,43.33333333333334,0.0,0.0,0.0,1.625,3.75,43.33333333333334,43.33333333333334,1.75,2.75,63.63636363636363,1.125,2.0,3.125,0.25,0.375,0.25,1.0,1.75,5.0,3.125,0
anderdw01,Dwight Anderson,1.0,1983.0,1983.0,190.5,185.0,"December 28, 1960","University of Kentucky, University of Southern California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,5,0.0,6.6,1.4,2.8,50.0,0.0,0.0,0.0,1.4,2.8,50.0,50.0,1.4,2.0,70.0,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2,1.0,0
buyckdw01,Dwight Buycks,3.0,2014.0,2018.0,190.5,190.0,"March 6, 1989",Marquette University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PG,49,0.0,14.204,2.347,5.8370000000000015,40.20901147849923,0.551,1.49,36.97986577181208,1.796,4.3469999999999995,41.31585001150218,44.92890183313346,1.082,1.224,88.39869281045752,0.3670000000000001,1.1840000000000002,1.551,1.694,0.612,0.040999999999999995,1.245,1.082,6.327000000000001,4.265,1
howardw01,Dwight Howard,15.0,2005.0,2019.0,210.82,265.0,"December 8, 1985",None,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,8.0,8.0,5.0,4.0,1.0,24.0,15.0,C,1139,1138.0,34.678000000000004,6.289,10.787,58.30165940483914,0.005,0.059000000000000004,8.474576271186441,6.284,10.728,58.57568978374348,58.324835450078794,4.856,8.601,56.45855133124055,3.5589999999999997,9.17,12.73,1.464,0.9390000000000001,2.006,2.945,3.298,17.439,20.092,3
poweldw01,Dwight Powell,5.0,2015.0,2019.0,210.82,240.0,"July 20, 1991",Stanford University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,C,337,52.0,17.691,2.745,4.973,55.19806957570883,0.276,0.929,29.709364908503765,2.469,4.045,61.03831891223733,57.97305449426905,1.6969999999999998,2.273,74.65904091509019,1.421,3.036,4.457,0.92,0.647,0.44799999999999995,0.629,2.036,7.462999999999999,8.466000000000001,1
wadedw01,Dwyane Wade,16.0,2004.0,2019.0,193.04,220.0,"January 17, 1982",Marquette University,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,13.0,3.0,0.0,3.0,26.0,16.0,SG,1231,1081.0,34.5,8.045,16.799,47.88975534257992,0.53,1.77,29.94350282485876,7.516,15.027999999999999,50.01330849081714,49.46723019227336,5.409,7.053999999999999,76.67989793025234,1.212,3.549,4.761,5.337999999999999,1.538,0.861,3.175,2.271,22.03,18.685,3
nixdy01,Dyron Nix,1.0,1990.0,1990.0,200.66,210.0,"February 11, 1967",University of Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,20,0.0,5.45,0.7,1.95,35.8974358974359,0.0,0.0,0.0,0.7,1.95,35.8974358974359,35.8974358974359,0.55,0.8,68.75,0.4,0.9,1.3,0.25,0.15,0.05,0.35,0.75,1.95,1.1,0
musadz01,Dzanan Musa,1.0,2019.0,2019.0,205.74,208.0,"May 8, 1999",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,9,0.0,4.333,1.0,2.444,40.91653027823241,0.111,1.111,9.990999099909992,0.889,1.3330000000000002,66.69167291822956,43.18739770867432,0.0,0.222,0.0,0.111,0.444,0.556,0.222,0.222,0.0,0.444,0.111,2.1109999999999998,0.889,0
